type,juri,role,situation,sop,filename
DOMI,VA,call taker,,"['Create a call in every instance. Do not cancel any of these files', 'CD the call', 'If the call drops before officers arrive on scene:', 'Go on not ready.', 'ARN; the line has been disconnected and request permission from member or field supervisor to call back.', 'Wait for authorization.', 'Once authorization is received:', 'Call the complainant back.', 'Questions:', 'Are there weapons involved?', 'Is anyone injured?', 'If yes:', 'What are the injuries?', 'Notify EHS.', 'Further questions', 'Who is involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Obtain description(s) of the involved parties.', 'What is the location of all the parties involved? (In the kitchen, in the bedroom, in the front yard, etc.)', 'Are there any children in the residence?', 'How old are the children?', 'Where are they in the residence?', 'Are drugs and alcohol involved?', 'Is there any past history?']",VA - DOMI - Domestic in progress.docx
DOMI,VA,central dispatcher,,['Broadcast using priority format'],VA - DOMI - Domestic in progress.docx
DOMI,VA,dispatcher,,['Assign two members.'],VA - DOMI - Domestic in progress.docx
DOMI,WP,call taker,,"['Create a call in every instance. Do not cancel any of these files', 'If the call drops before officers arrive on scene:', 'Go on not ready.', 'ARN; the line has been disconnected and request permission from member or field supervisor to call back.', 'Wait for authorization.', 'Once authorization is received:', 'Call the complainant back.', 'Questions:', 'Are there weapons involved?', 'Is anyone injured?', 'If yes:', 'What are the injuries?', 'Notify EHS.', 'Further questions', 'Who is involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Obtain description(s) of the involved parties.', 'What is the location of all the parties involved? (In the kitchen, in the bedroom, in the front yard, etc.)', 'Are there any children in the residence?', 'How old are the children?', 'Where are they in the residence?', 'Are drugs and alcohol involved?', 'Is there any past history?']",WP - DOMI - Domestic in progress.docx
DOMI,WP,dispatcher,,['Assign two members.'],WP - DOMI - Domestic in progress.docx
DOMI,WV,call taker,,"['Create a call in every instance. Do not cancel any of these files', 'If the call drops before officers arrive on scene:', 'Go on not ready.', 'ARN; the line has been disconnected and request permission from member or field supervisor to call back.', 'Wait for authorization.', 'Once authorization is received:', 'Call the complainant back.', 'Questions:', 'Are there weapons involved?', 'Is anyone injured?', 'If yes:', 'What are the injuries?', 'Notify EHS.', 'Further questions', 'Who is involved? What is their relationship to the caller?', 'Query the parties involved on CPIC and BCPORS (when applicable.)', 'Obtain description(s) of the involved parties.', 'What is the location of all the parties involved? (In the kitchen, in the bedroom, in the front yard, etc.)', 'Are there any children in the residence?', 'How old are the children?', 'Where are they in the residence?', 'Are drugs and alcohol involved?', 'Is there any past history?']",WV - DOMI - Domestic in progress.docx
DOMI,WV,dispatcher,,['Assign two members.'],WV - DOMI - Domestic in progress.docx
FOUNDP,AB,call taker,Address Obtained,"['Run address on QBA:', 'If the person is negative on QBA', 'Create a call', 'If the person is shown as a missing person from outside this agency', 'Create a call referencing the other agency’s file number', 'If the person missing from same agency', 'Requeue the call if it is closed at dispatch', 'Add remarks', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,call taker,Name or medic alert is known,"['Run name on CPIC', 'If the person is negative on CPIC', 'Create a call', 'If the person is on CPIC as a missing person from outside this agency', 'Create a call referencing the other agency’s file number', 'If the person missing from same agency', 'Requeue the call if it is closed at dispatch', 'Add remarks', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,call taker,Name unknown,"['Create a call', 'Questions:', 'Is the name or address for the person known or obtainable?', 'Is the person wearing a medic alert bracelet?', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,dispatcher,Address Obtained,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,dispatcher,Name or medic alert is known,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,dispatcher,Name unknown,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person', 'If after creating the FOUNDP call it is established that the person is on file as missing, keep the event type as FOUNDP and VRC the call to the original missing call']",AB - FOUNDP - Found Person.docx
FOUNDP,AB,information channel dispatcher,Medic alert is known,"['Contact MedicAlert (1-800-407-7717) for additional details', 'Request the name, Date of Birth, home address and emergency contact information for the found person and add it to the call', 'Advise the member of the information']",AB - FOUNDP - Found Person.docx
FOUNDP,BI,call taker,Address Obtained,"['Run address on QBA:', 'If the person is negative on QBA', 'Create a call', 'If the person is shown as a missing person from outside this agency', 'Create a call referencing the other agency’s file number', 'If the person missing from same agency', 'Requeue the call if it is closed at dispatch', 'Add remarks', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",BI - FOUNDP - Found Person.docx
FOUNDP,BI,call taker,Name or medic alert is known,"['Run name / bracelet on CPIC', 'If the person is negative on CPIC', 'Create a call', 'If the person is on CPIC as a missing person from outside this agency', 'Create a call referencing the other agency’s file number', 'If the person missing from same agency', 'Requeue the call if it is closed at dispatch', 'Add remarks', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",BI - FOUNDP - Found Person.docx
FOUNDP,BI,call taker,Name unknown,"['Create a call', 'Questions:', 'Is the name or address for the person known or obtainable?', 'Is the person wearing a medic alert bracelet?', 'Include a description and direction of travel if the person is mobile', 'Ask the caller if they will wait with the person, do not direct the caller to transport the person to another location', 'Indicate if the caller cannot stand by or is no longer at location', 'Forward message to all call takers indicating if any other caller calls in a missing person to see this call']",BI - FOUNDP - Found Person.docx
FOUNDP,BI,dispatcher,Address Obtained,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person']",BI - FOUNDP - Found Person.docx
FOUNDP,BI,dispatcher,Name or medic alert is known,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person']",BI - FOUNDP - Found Person.docx
FOUNDP,BI,dispatcher,Name unknown,"['Assign a member', 'Any details regarding an informal resolution should be included in the file for future reference i.e. relative showed up before police arrived and supplied the home address of the missing person', 'If after creating the FOUNDP call it is established that the person is on file as missing, keep the call type as FOUNDP and VRC the call to the original missing call']",BI - FOUNDP - Found Person.docx
